        name	team	position	games_played	minutes	goals	assists	shots	fouls_committed	year
Skelton, Todd	Cleveland Internationals	D	6	302	0	0	1	1	2005
Stelmak, Dustin	Cleveland Internationals	M	16	1427	0	0	4	13	2005
Urban, Adam	Cleveland Internationals	GK	5	259	0	0			2005
Aliakbar, Yousef	Toledo Slayers		4	88	0	0			2005
Baird, Ryan	Toledo Slayers		0	0	0	0	0	0	2005
Bartulovic, Danny	Toledo Slayers		1	25	0	0	1		2005
Bennett, Damion	Toledo Slayers		12	1018	0	0	3	11	2005
Bianco, Brandon	Toledo Slayers		5	344	0	0	4	3	2005
Brabender, Peter	Toledo Slayers		13	1121	0	0	3	9	2005
Ciccarecci, Erik	Toledo Slayers		8	460	0	0		3	2005
Cortell, Luis	Toledo Slayers		6	383	0	0	3	1	2005
Handru, Mircea	Toledo Slayers		5	344	0	0	1	5	2005
Ihemelu, Nnamdi	Toledo Slayers		16	1367	0	2	12	15	2005
Jones, Israel	Toledo Slayers		1	40	0	0			2005
Khalil, Josef	Toledo Slayers		8	510	0	0	2	2	2005
Konteh, Oliver	Toledo Slayers		2	37	0	0			2005
Kreinbrink, Adam	Toledo Slayers		3	210	0	0	1		2005
Kreinbrink, Andrew	Toledo Slayers		3	218	0	0	2	3	2005
Lacks, Ian	Toledo Slayers		1	22	0	0			2005
Markovich, Nick	Toledo Slayers		3	117	0	0	2	2	2005
Mason, Michael	Toledo Slayers		7	630	0	0			2005
Mellencamp, John	Toledo Slayers		14	1184	0	0	8	17	2005
Moses, Aaron	Toledo Slayers		3	186	0	0			2005
Neal, Craig	Toledo Slayers		7	550	0	0	4	5	2005
Pogue, Eric	Toledo Slayers	GK	7	664	0	0			2005
Reisinger, Bo	Toledo Slayers		2	84	0	0			2005
Roudbari, Ahmad	Toledo Slayers		14	972	0	1	13	10	2005
Yaggi, Thomas	Toledo Slayers		0	0	0	0	0	0	2005
Abolaji, Oluwanisola (Sola)	Boulder Rapids Reserves		1	4	0	0			2005
Anderson, Robert	Boulder Rapids Reserves		10	712	0	0	1	8	2005
Ashwill, Benjamin	Boulder Rapids Reserves		11	728	0	2	3	10	2005
Bagwell, Erick	Boulder Rapids Reserves		8	360	0	4	6	2	2005
Ballouchy, Mehdi	Boulder Rapids Reserves		2	74	0	0	2	4	2005
Barrera, Wilmer	Boulder Rapids Reserves		1	65	0	0		1	2005
Bedorn, Josh	Boulder Rapids Reserves		1	110	0	0	1	2	2005
Bredehoft, Matthew	Boulder Rapids Reserves		7	600	0	0			2005
Brown, Pernell	Boulder Rapids Reserves		4	273	0	0		10	2005
Elbaum, Shaun	Boulder Rapids Reserves		1	60	0	0	1		2005
Flynn, Thomas	Boulder Rapids Reserves	F	9	748	0	0	3	9	2005
Friesz, Lance	Boulder Rapids Reserves		3	290	0	0			2005
Gieczewski, Nick	Boulder Rapids Reserves	M	7	302	0	0	5	8	2005
Kobilca, Zackary	Boulder Rapids Reserves		10	915	0	1	3	11	2005
Lowry, Peter	Boulder Rapids Reserves		5	244	0	0	4	2	2005
Mason, Christian	Boulder Rapids Reserves		9	316	0	0	1	4	2005
Montgomery, Adam	Boulder Rapids Reserves		3	103	0	0	2	1	2005
Needham, Paul	Boulder Rapids Reserves		1	14	0	0			2005
Palladino, John	Boulder Rapids Reserves		1	76	0	1	4	2	2005
Peplinski, David	Boulder Rapids Reserves		2	95	0	0	3	2	2005
Sawyer, Ben	Boulder Rapids Reserves		14	1180	0	2		5	2005
Strom, Tyler	Boulder Rapids Reserves		6	556	0	0			2005
Baker, Reid	Des Moines Menace	M	3	203	0	0	11	1	2005
Biggerstaff, Brian	Des Moines Menace		6	140	0	0	5	6	2005
Crawford, Ryan	Des Moines Menace		5	136	0	0	4	3	2005
Elmore, Jesse	Des Moines Menace		3	219	0	0	7	3	2005
Farabi, Corey	Des Moines Menace		11	799	0	1	8	7	2005
Gochneaur, Ryan	Des Moines Menace		7	347	0	0	2	6	2005
Gruenebaum, Andrew	Des Moines Menace		15	1394	0	0			2005
Lanwith, Ben	Des Moines Menace		1	5	0	0			2005
Munns, Alexander	Des Moines Menace	F	3	136	0	0	2	2	2005
Oliveira, Danilo	Des Moines Menace		14	1320	0	0	4	17	2005
Sabic, Emedin	Des Moines Menace	F	0	0	0	0	0	0	2005
Settle, Jake	Des Moines Menace	GK	0	0	0	0	0	0	2005
Siberz, Jonathan (Blake)	Des Moines Menace		13	1132	0	2	4	27	2005
Sithonnorath, Khampratana (Joe)	Des Moines Menace	M	4	171	0	0	2	2	2005
Tillman, Jason	Des Moines Menace		2	106	0	0			2005
Webster, Kenzo	Des Moines Menace		3	74	0	0		2	2005
Blinzler, Adam	Kansas City Brass	D	16	457	0	1	3	2	2005
Dohlman, Todd	Kansas City Brass	GK	13	1210	0	0		1	2005
Dorri-Nowkoorani, Ali	Kansas City Brass		15	1341	0	2	8	23	2005
Duffy, Joshua	Kansas City Brass		11	1005	0	3	3	6	2005
Gorczyka, Keith	Kansas City Brass		3	245	0	0		4	2005
Johnston, Martin	Kansas City Brass	M	2	50	0	0	2	3	2005
Larson, Kurtis	Kansas City Brass		15	928	0	2		17	2005
Licerio, Luis	Kansas City Brass	F	3	96	0	2	2		2005
Nekuda, Allan	Kansas City Brass	M	1	27	0	0		2	2005
Nekuda, Kevin	Kansas City Brass	M	2	62	0	0	3	1	2005
Patton, Michael	Kansas City Brass	GK	3	290	0	0			2005
Ramey, Chad	Kansas City Brass	F	4	161	0	2			2005
Rodriguez, Lucas	Kansas City Brass		2	90	0	0	3	1	2005
Sweetin, Eric	Kansas City Brass	M	2	115	0	0	1		2005
Titus, Jason	Kansas City Brass		6	230	0	0	1	5	2005
Wolverton, Kelly	Kansas City Brass	D	1	90	0	0	1	1	2005
Camara, Glen	Thunder Bay Chill	F	5	23	0	0			2005
Francis, Damian	Thunder Bay Chill	D	0	0	0	0	0	0	2005
Gorton, Steve	Thunder Bay Chill	D	18	1556	0	1	2	16	2005
Iachetta, Nicholas (Nic)	Thunder Bay Chill	M	2	54	0	0		2	2005
Nordin, Brett	Thunder Bay Chill	M	15	616	0	2	4	4	2005
Papa, Angelo	Thunder Bay Chill	D	1	9	0	0			2005
Peura, Petri	Thunder Bay Chill	GK	3	287	0	0			2005
Pollastrone, Angelo	Thunder Bay Chill	D	17	1565	0	0	1	26	2005
Ruberto, Frank	Thunder Bay Chill	D	0	0	0	0	0	0	2005
Tonianse, Armen	Thunder Bay Chill	GK	15	1404	0	0			2005
Valente, Tony	Thunder Bay Chill	M	18	1177	0	1	3	8	2005
Veneziale, Michael	Thunder Bay Chill	F	2	11	0	0			2005
Fulmer, Thomas	Springfield Storm		0	0	0	0	0	0	2005
Gorton, Steve	Springfield Storm		3	213	0	0		4	2005
Hanlon, Christopher	Springfield Storm		11	543	0	0	2	6	2005
Hanlon, David	Springfield Storm		12	1100	0	1			2005
Hogge, Charles	Springfield Storm		4	246	0	0	1	1	2005
Johnson, Thaylan	Springfield Storm		12	1080	0	0	1	6	2005
Legg, Adam	Springfield Storm		0	0	0	0	0	0	2005
Levesque, James	Springfield Storm		6	451	0	3	11	5	2005
McQueary, John	Springfield Storm		3	128	0	0	3	2	2005
Michael, Blake	Springfield Storm		2	77	0	0	1	2	2005
Reinberg, Stephen	Springfield Storm		2	134	0	0	1	3	2005
Salinas, Nathan	Springfield Storm		12	139	0	0	1	3	2005
Sawyer, Andrew	Springfield Storm		0	0	0	0	0	0	2005
Smith, David	Springfield Storm		5	86	0	0		3	2005
Smith, Spencer	Springfield Storm		6	284	0	1	2	1	2005
Taggert, Shaun	Springfield Storm		5	389	0	0	6	8	2005
Thomas, Brett	Springfield Storm		10	856	0	0	6	5	2005
Thomas, Paul	Springfield Storm		2	213	0	0		2	2005
Watson, Jonathan	Springfield Storm		16	1275	0	1	5	8	2005
Archuleta, Michael	Colorado Springs Blizzard		2	118	0	0			2005
Bohte, Jeffrey	Colorado Springs Blizzard		2	54	0	0		1	2005
Bragg, Mason	Colorado Springs Blizzard		3	109	0	0	2		2005
Brooks, Shannon	Colorado Springs Blizzard	M	14	1300	0	1	10	18	2005
Ewig, Adam	Colorado Springs Blizzard		4	272	0	0	5	8	2005
Guerrero, Dustin	Colorado Springs Blizzard		2	75	0	0		1	2005
Gunnells, Terrance	Colorado Springs Blizzard		2	200	0	0	2	1	2005
Hicker, Dan	Colorado Springs Blizzard		6	279	0	0	2	1	2005
Jagod, Wesley	Colorado Springs Blizzard		0	0	0	0	0	0	2005
Kerstein, Timothy	Colorado Springs Blizzard		4	81	0	0		2	2005
Lee, Koufong	Colorado Springs Blizzard		0	0	0	0	0	0	2005
Maloney, Garrett	Colorado Springs Blizzard		7	425	0	0	7	1	2005
Mitchell, Brian	Colorado Springs Blizzard	M	9	596	0	0	8	9	2005
Mitchell, Matthew	Colorado Springs Blizzard	GK	10	833	0	0			2005
Muravez, Michael	Colorado Springs Blizzard	GK	3	247	0	0		1	2005
Nigro, Andrew	Colorado Springs Blizzard		6	493	0	2	5	8	2005
O'Connor, Brett	Colorado Springs Blizzard		1	90	0	0			2005
Reynolds, Marcus	Colorado Springs Blizzard	D	10	731	0	0	2	7	2005
Robinson, Kelly	Colorado Springs Blizzard		4	60	0	0	1		2005
Ryan, Ben	Colorado Springs Blizzard		2	168	0	0	1		2005
Schill, David	Colorado Springs Blizzard		4	360	0	1	2	6	2005
Stone, Coey	Colorado Springs Blizzard		4	37	0	0			2005
Tafel, Brian	Colorado Springs Blizzard		1	90	0	0	1		2005
Wiles, Jason	Colorado Springs Blizzard		2	180	0	0			2005
Williams, Grant	Colorado Springs Blizzard	GK	2	200	0	0			2005
Wilson, Marley	Colorado Springs Blizzard		12	869	0	0	5	27	2005
Woods, Bobby	Colorado Springs Blizzard		11	903	0	0	7	11	2005
Alexander, Christopher	Sioux Falls Spitfire		11	1016	0	1	4	10	2005
Bennett, Paul	Sioux Falls Spitfire		1	79	0	1	1	1	2005
Chairez, Victor	Sioux Falls Spitfire		12	774	0	0	1	13	2005
Fridal, Jonathan	Sioux Falls Spitfire		13	718	0	1	10	7	2005
Glascow, Clayson	Sioux Falls Spitfire		5	380	0	0		1	2005
Guzman, Eric	Sioux Falls Spitfire	F	13	509	0	1	6	12	2005
Haggar, Daniel	Sioux Falls Spitfire	D	7	504	0	0	1	18	2005
Haight, Travis	Sioux Falls Spitfire		2	19	0	0		1	2005
Hansen, Christopher	Sioux Falls Spitfire		1	8	0	0			2005
Hendricks, Daniel	Sioux Falls Spitfire		3	77	0	0			2005
Herrera, David	Sioux Falls Spitfire		10	267	0	0	4	11	2005
Janssen, Andrew	Sioux Falls Spitfire		9	718	0	1	4	6	2005
Keeling, Evan	Sioux Falls Spitfire		6	205	0	0	2	2	2005
Klein, Philip	Sioux Falls Spitfire		1	6	0	0			2005
Padilla-Serrano, Daniel	Sioux Falls Spitfire		15	1431	0	0		1	2005
Pozzani, Eric	Sioux Falls Spitfire		5	267	0	1	3	3	2005
Barlow, Duane	Richmond Kickers Future		0	0	0	0	0	0	2005
Beach, William	Richmond Kickers Future	M	5	226	0	0	1	1	2005
Boateng, Douglas	Richmond Kickers Future	F	4	146	0	0	3	4	2005
Burklo, Jonathan	Richmond Kickers Future	D	4	339	0	0		1	2005
Chenathara, Abraham	Richmond Kickers Future		4	136	0	0			2005
Corrales, Armando	Richmond Kickers Future	M	11	529	0	1	2	4	2005
Daley, Jimmy	Richmond Kickers Future	M	1	8	0	0			2005
Delahunty, Alan	Richmond Kickers Future		11	1047	0	0		12	2005
Dykstra, Andrew	Richmond Kickers Future	GK	12	1140	0	0		1	2005
Edwards, Kevin	Richmond Kickers Future		0	0	0	0	0	0	2005
Garay-Ortega, Carlos	Richmond Kickers Future		5	389	0	1		10	2005
Hinkle, Sean	Richmond Kickers Future	M	10	944	0	0		14	2005
MacDonald, Hugh	Richmond Kickers Future	D	9	770	0	0	1	12	2005
Maher, Martin	Richmond Kickers Future		4	369	0	1	4	2	2005
McIntosh, Andrew	Richmond Kickers Future		1	45	0	0	1		2005
O'Rourke, Damian	Richmond Kickers Future	D	12	1160	0	0	3	8	2005
Shumate, Brian	Richmond Kickers Future	GK	2	148	0	0			2005
Stannard, David	Richmond Kickers Future	M	6	70	0	1		1	2005
Szymanik, Robert	Richmond Kickers Future	GK	3	252	0	0			2005
Wolfe, Steven	Richmond Kickers Future	M	14	742	0	0	6	8	2005
Armas, Anibal (Steve)	Carolina Dynamo		7	411	0	0	3	2	2005
Benfield, Jay	Carolina Dynamo		0	0	0	0	0	0	2005
Brown, Matt	Carolina Dynamo		9	773	0	0			2005
Edwards, Brian C	Carolina Dynamo		5	490	0	0			2005
Falvino, Jesus	Carolina Dynamo		5	288	0	1		2	2005
Hughes, Justin S	Carolina Dynamo		0	0	0	0	0	0	2005
Lochrie, Jeffrey	Carolina Dynamo		0	0	0	0	0	0	2005
Mulvena, Matthew	Carolina Dynamo		5	266	0	0	3	2	2005
Shull, Wesley H	Carolina Dynamo		0	0	0	0	0	0	2005
Telesford, Osei	Carolina Dynamo		11	921	0	0		15	2005
Tennyson, Marcellus	Carolina Dynamo		3	176	0	1			2005
Thompson, Thomas	Carolina Dynamo		14	1191	0	0	5	29	2005
Worthen, David	Carolina Dynamo		9	785	0	0		5	2005
Allen, Matt	Raleigh CASL Elite		2	15	0	0	1		2005
Callahan, Michael	Raleigh CASL Elite		2	110	0	0		3	2005
Darby, Brad	Raleigh CASL Elite			20	0	1			2005
Ghanayem, Rami	Raleigh CASL Elite	F/M	8	565	0	1	4	7	2005
Hoak, Robby	Raleigh CASL Elite		6	265	0	0	2	1	2005
Miller, Daniel	Raleigh CASL Elite	D	11	829	0	0	3	14	2005
Muir, Gary	Raleigh CASL Elite		6	189	0	0	1	2	2005
Navas, Nahum	Raleigh CASL Elite	D	6	341	0	0		2	2005
Odgers, Edward (Ted)	Raleigh CASL Elite		2	154	0	0	1	5	2005
Queeley, Thomas	Raleigh CASL Elite		0	0	0	0	0	0	2005
Rein, Marcus	Raleigh CASL Elite		3	270	0	0			2005
Salter, Bryant	Raleigh CASL Elite		0	0	0	0	0	0	2005
Sherard, Andre	Raleigh CASL Elite	D	13	1171	0	0	2	9	2005
Slagle, Barry	Raleigh CASL Elite		1	3	0	0	1	1	2005
Solle, Ryan	Raleigh CASL Elite	M	6	422	0	1	1	10	2005
Steuck, Chad	Raleigh CASL Elite	M	7	262	0	0			2005
Stevenson, Kevin	Raleigh CASL Elite	D	9	612	0	0	5	6	2005
Valentin, Julian	Raleigh CASL Elite	D	7	650	0	0	4	7	2005
Walters, Michael	Raleigh CASL Elite	D	6	501	0	0		4	2005
Weant, Aaron	Raleigh CASL Elite		1	90	0	0			2005
Weis, Kevin	Raleigh CASL Elite		2	48	0	0		1	2005
Wilkie, Macgregor	Raleigh CASL Elite	F	2	133	0	0	1	1	2005
Williams, Crawford (Ford)	Raleigh CASL Elite		11	991	0	0		1	2005
Bradham, Andrew	Augusta Fireball		6	383	0	0	2	4	2005
Collier, Bryan	Augusta Fireball		6	368	0	0	1	2	2005
Davis, Chris	Augusta Fireball		8	304	0	1	1	5	2005
Dix, Karl	Augusta Fireball		12	810	0	3	5	4	2005
Godwin, Adam	Augusta Fireball		2	36	0	0		1	2005
Leathers, Jonathan	Augusta Fireball		11	911	0	0	3	9	2005
Lewis, Cameron	Augusta Fireball		12	641	0	0	4	14	2005
Maurer, Thomas	Augusta Fireball		12	667	0	0	3	10	2005
Moon, John	Augusta Fireball		8	270	0	0	2	4	2005
Moore, Justin	Augusta Fireball		1	45	0	0			2005
O'Neil, Kris	Augusta Fireball		7	381	0	0	3	5	2005
Papadakis, Justin	Augusta Fireball		12	1001	0	0		1	2005
Raby, Philip	Augusta Fireball		3	73	0	0			2005
Scannella, Jeff	Augusta Fireball			30	0	0			2005
Usry, Bradley	Augusta Fireball		12	1001	0	0	3	6	2005
Ahmad, Ashraf	West Virginia Chaos		12	742	0	3	8	17	2005
Alacalde, Alan	West Virginia Chaos	M	14	957	0	1	2	16	2005
Baldock, Tyler	West Virginia Chaos	GK	6	466	0	0			2005
Barbera, Michael	West Virginia Chaos		0	0	0	0	0	0	2005
Bender, Tim	West Virginia Chaos	F	14	1147	0	1	8	13	2005
Bicker, Robert	West Virginia Chaos	M	7	424	0	1	1	2	2005
Bohach, Chris	West Virginia Chaos	D	7	154	0	0		2	2005
Brown, Ellis	West Virginia Chaos			17	0	0		1	2005
Johns, Joseph	West Virginia Chaos		2	41	0	0	1		2005
King, Richard	West Virginia Chaos	M	6	156	0	0		1	2005
Logan, Christopher	West Virginia Chaos		3	135	0	0			2005
McCall, Christopher	West Virginia Chaos	F	2	17	0	0			2005
Moosavi, Benjamin	West Virginia Chaos	M	2	69	0	0			2005
Mustful, Brandon	West Virginia Chaos	D	4	132	0	0	1	2	2005
Mustful, Colin	West Virginia Chaos	D	7	319	0	0	1	1	2005
Poveda-Aray, William	West Virginia Chaos		6	360	0	1	2	11	2005
Stimer, Luke	West Virginia Chaos	D	11	853	0	0		3	2005
Terhune, Gregory	West Virginia Chaos	F	10	709	0	0			2005
Young, Brian	West Virginia Chaos	M	10	788	0	1	5	12	2005
Combs, Adam	Williamsburg Legacy	D	10	672	0	1	7	7	2005
Connelly, John	Williamsburg Legacy	GK	8	720	0	0			2005
Fogarty, Daniel	Williamsburg Legacy		8	188	0	0	3	3	2005
Greissbach, Max	Williamsburg Legacy		6	222	0	1	6	10	2005
Hathcock, Ryan	Williamsburg Legacy		10	519	0	0	8	11	2005
Madrid, Justin	Williamsburg Legacy		2	29	0	0	2	2	2005
McCurdy, Brendan	Williamsburg Legacy		8	563	0	0	2	11	2005
Morris, Evan	Williamsburg Legacy		12	542	0	0	3	4	2005
Oluwalana, Bamidele	Williamsburg Legacy		13	1164	0	0	7	28	2005
Page, Matt	Williamsburg Legacy		0	0	0	0	0	0	2005
Radcliffe, Derick	Williamsburg Legacy		10	583	0	1	6	12	2005
Rake, Kristopher	Williamsburg Legacy		8	760	0	0			2005
Thorley, Adam	Williamsburg Legacy		6	212	0	0	1		2005
Trueblood, Shawn	Williamsburg Legacy		3	124	0	0		1	2005
Valverde, Ricardo	Williamsburg Legacy		8	476	0	1	6	7	2005
Vanoekel, James	Williamsburg Legacy		0	0	0	0	0	0	2005
Wood, Ryan	Williamsburg Legacy		6	498	0	0		7	2005
Burke, Brendan	Cape Cod Crusaders	D	5	303	0	2		3	2005
Caldwell, Keith	Cape Cod Crusaders	M	15	607	0	1	10	7	2005
Chery, Edens	Cape Cod Crusaders		3	64	0	1	1	1	2005
Collings, Isaac	Cape Cod Crusaders	M	8	380	0	0	4	3	2005
Karim, Alim	Cape Cod Crusaders		14	1142	0	0			2005
Levey, Brian	Cape Cod Crusaders		5	338	0	0			2005
Masi, Eric	Cape Cod Crusaders	M	1	33	0	0		1	2005
McCallion, Micheal	Cape Cod Crusaders		16	1096	0	2	2	11	2005
Shump, Matthew	Cape Cod Crusaders	M	0	0	0	0	0	0	2005
Sindelar, Kevin	Cape Cod Crusaders		9	582	0	0	1	6	2005
Smith, Carl Kareem	Cape Cod Crusaders	D	14	1272	0	0	1	11	2005
Baker, Richard	Ocean City Barons	M	6	85	0	0		3	2005
Banks, Joseph	Ocean City Barons	D	3	210	0	0		4	2005
Blythe, Michael	Ocean City Barons		0	0	0	0	0	0	2005
Brocker, Joe	Ocean City Barons		15	1257	0	0	3	16	2005
Carr, Ryan	Ocean City Barons	GK	14	1300	0	0		1	2005
Crego, Kyle	Ocean City Barons		0	0	0	0	0	0	2005
Daigle, David	Ocean City Barons	M	2	171	0	0	3	1	2005
Franks, Jamie	Ocean City Barons	M	4	96	0	2		1	2005
Issa, Mousa	Ocean City Barons	D	1	30	0	0		2	2005
Maher, Matt	Ocean City Barons	F	12	833	0	1	6	9	2005
Pinto, William	Ocean City Barons		1	2	0	0			2005
Simmons, Andres	Ocean City Barons		0	0	0	0	0	0	2005
Tait, Andrew	Ocean City Barons		9	1000	0	0	1	9	2005
Talarico, Nicholas	Ocean City Barons	GK		90	0	0			2005
Vasilakis, George	Ocean City Barons		2	98	0	0			2005
Wacker, Steven	Ocean City Barons		13	1175	0	0	7	24	2005
Blake, Janson	Ottawa Fury	D	10	629	0	0	1	9	2005
Brito, Nilton	Ottawa Fury	D	12	844	0	1	2	8	2005
Dube, Vincente-Jean	Ottawa Fury		5	351	0	0			2005
Farrell-Rose, Tyller	Ottawa Fury	M	4	128	0	1			2005
Gagliano, Michael	Ottawa Fury		7	144	0	0		2	2005
Kennerney, Rob	Ottawa Fury	M	10	345	0	1	2	7	2005
Paszkowski, Konrad	Ottawa Fury		16	1478	0	0	3	26	2005
Snelgrove, Josiah	Ottawa Fury		12	831	0	2	1	6	2005
Taylor, Fredric (Fred)	Ottawa Fury		9	346	0	1	4	4	2005
Traina, Rafael	Ottawa Fury		7	375	0	0	2	4	2005
Wong, Angus	Ottawa Fury		14	1149	0	1			2005
Bochette, Nicholas	Albany Admirals		12	1052	0	0			2005
Bullen, Oral	Albany Admirals	D	9	705	0	1	6	4	2005
Capecci, Daniel	Albany Admirals		13	1042	0	4	7	4	2005
Henderson, Jason	Albany Admirals		10	417	0	0		1	2005
Holdenbrand, Brian	Albany Admirals		0	0	0	0	0	0	2005
Kelley, Kenneth	Albany Admirals		2	60	0	0			2005
Piscitelli, Joshua	Albany Admirals	M	4	226	0	1	1	1	2005
Pope, Brian	Albany Admirals		5	353	0	0			2005
Reed, Jason	Albany Admirals		1	30	0	0			2005
Romano, Matthew	Albany Admirals		11	462	0	0		5	2005
Savitz, Elliott	Albany Admirals		3	270	0	0	3	2	2005
Scruton, Brian	Albany Admirals		11	990	0	1	4	10	2005
Whyte, James	Albany Admirals		15	1322	0	1		17	2005
Benson, Mark	Vermont Voltage		7	518	0	0	2	3	2005
Brackett, Benjamin	Vermont Voltage		14	1320	0	0		11	2005
Brown, Chris	Vermont Voltage		0	0	0	0	0	0	2005
Cecaric, Milivoje (Milos	Vermont Voltage		13	1101	0	1		9	2005
Cunnings, Collin	Vermont Voltage		8	695	0	0			2005
Diallo, Thierno	Vermont Voltage		6	304	0	0		6	2005
Friend, Cooper	Vermont Voltage		11	735	0	0	2	4	2005
Hage, Adam	Vermont Voltage		13	1109	0	0	1	11	2005
Joyce, Brian	Vermont Voltage		9	573	0	0	2	7	2005
Kennedy, Matthew	Vermont Voltage		12	527	0	0	1	6	2005
Semenza, David	Vermont Voltage		9	805	0	0			2005
Silva, Sullivan	Vermont Voltage		12	1100	0	0		5	2005
Sunj, Irjasen	Vermont Voltage		3	104	0	0			2005
Swaby, Deron	Vermont Voltage		0	0	0	0	0	0	2005
Todorovic, Nena	Vermont Voltage		1	58	0	0	1	1	2005
Wilcox, Ben	Vermont Voltage	D	4	251	0	0		3	2005
Benson, Marc	Reading Rage		16	1274	0	0	7	5	2005
Bradley, James	Reading Rage		5	53	0	0		2	2005
Davis, Robert	Reading Rage		9	761	0	0	5	10	2005
Houndanon, Prisco	Reading Rage		0	0	0	0	0	0	2005
Koegel, Jeffrey	Reading Rage	D/M	1	45	0	0			2005
Kulp, Austin	Reading Rage		14	1227	0	3	18	8	2005
Moncrief, Brandon	Reading Rage		6	492	0	0		2	2005
Mucelli, Richard	Reading Rage		1	3	0	0			2005
Murphy, Mark	Reading Rage		4	274	0	0			2005
Namulala, Richard	Reading Rage		14	677	0	0	1	5	2005
Parrish, Eric	Reading Rage	D/M	14	673	0	0		4	2005
Sales, Charlie	Reading Rage		11	954	0	0			2005
Sanders, Joshua	Reading Rage		3	225	0	1	4	1	2005
Starsinic, Patrick	Reading Rage		9	332	0	0	5	2	2005
Vuolo, Jeremy	Reading Rage		4	272	0	0			2005
Walters, David	Reading Rage		13	1320	0	1	15	7	2005
Wood, Matthew	Reading Rage		7	84	0	0		5	2005
Aceto, Mario	Rhode Island Stingrays	M	3	94	0	0	1	2	2005
Aguilera-Caprirolo, Emerson	Rhode Island Stingrays		6	283	0	0	2	5	2005
Albuquerque, Marcial	Rhode Island Stingrays		1	10	0	0			2005
Belleh, Perek	Rhode Island Stingrays		0	0	0	0	0	0	2005
Bissett, Callum	Rhode Island Stingrays		13	1129	0	0	3	12	2005
Fernandes, Narciso	Rhode Island Stingrays	F	8	702	0	0	5	7	2005
Fortes-Lopes, Rui	Rhode Island Stingrays		6	369	0	0	7	9	2005
Gatti, Simon	Rhode Island Stingrays		5	400	0	0	7	4	2005
Kakambouras, Theodore	Rhode Island Stingrays		4	315	0	0			2005
Kochis, John	Rhode Island Stingrays		3	41	0	0		1	2005
Macgregor, Daniel	Rhode Island Stingrays		13	754	0	0	7	3	2005
Murphy, Dane	Rhode Island Stingrays		0	0	0	0	0	0	2005
Pereira, Zachary	Rhode Island Stingrays		5	89	0	0			2005
Rojas, Jefferson	Rhode Island Stingrays		3	194	0	0	1	1	2005
Ruddy, Dean	Rhode Island Stingrays		13	1090	0	0		1	2005
Ward-Smith, David	Rhode Island Stingrays		7	560	0	2	1	7	2005
Weinrebe, Richard	Rhode Island Stingrays		5	372	0	0	5	5	2005
Andrada, Arnel	Brooklyn Knights		2	123	0	0		3	2005
Avwontom, Victor	Brooklyn Knights		4	315	0	0	2	4	2005
Azinge, Ron	Brooklyn Knights		2	180	0	0		3	2005
Batista, Jose	Brooklyn Knights	D	1	26	0	0			2005
Bravo, Danilo	Brooklyn Knights		0	0	0	0	0	0	2005
Brown, Ryan	Brooklyn Knights	M/D	7	293	0	0	5	5	2005
Buzzio, Drew	Brooklyn Knights		11	430	0	0	2	5	2005
Francis, Richie	Brooklyn Knights		2	200	0	0	2		2005
Gorosto, Diego	Brooklyn Knights	M	1	21	0	0			2005
Heykmentor, Reuben	Brooklyn Knights	GK	1	90	0	0			2005
Hole, William	Brooklyn Knights		2	155	0	0		1	2005
Hot, Edvin	Brooklyn Knights		10	927	0	0	1	3	2005
Landers, Jason	Brooklyn Knights		13	1210	0	0			2005
Litvack, Douglas	Brooklyn Knights		1	110	0	0			2005
Martinez, Diego	Brooklyn Knights		9	740	0	0	2	2	2005
Moncaleno, Carlos	Brooklyn Knights	M	6	425	0	0	5	5	2005
Moore, Keith	Brooklyn Knights		4	227	0	0			2005
Saravia-Rayo, Geraldo	Brooklyn Knights		0	0	0	0	0	0	2005
Triana, Harry	Brooklyn Knights		6	385	0	0	2	1	2005
Whitely, Kenrick	Brooklyn Knights		3	245	0	0		1	2005
Zajkowski, Mark	Brooklyn Knights		9	727	0	0	1		2005
Zullo, Christopher	Brooklyn Knights		6	315	0	0	2	3	2005
Beskovic, Mersim (Mayo)	Westchester Flames		2	162	0	0		3	2005
Dossantos, Anlindo	Westchester Flames		4	288	0	0		3	2005
Gallo, Mario	Westchester Flames		1	90	0	0			2005
Hamilton, Charles	Westchester Flames		7	516	0	0		7	2005
Han, Chong	Westchester Flames		5	152	0	0			2005
Hilaire, James	Westchester Flames		5	377	0	0	2		2005
Idarraga, Lusi (Fabian)	Westchester Flames		5	271	0	0	1	4	2005
Kartzman, Ben	Westchester Flames		3	270	0	0		1	2005
Kinneman, David	Westchester Flames	D	2	101	0	0		1	2005
Latorre, Jelson	Westchester Flames		4	217	0	0		1	2005
Martey, Felix	Westchester Flames		0	0	0	0	0	0	2005
Miceli, Vance	Westchester Flames		0	0	0	0	0	0	2005
Nares-Fragoso, Mauricio	Westchester Flames		10	661	0	1	2	5	2005
Piturro, Laurence M	Westchester Flames	D/M	12	1055	0	0	4	6	2005
Pollack, Brett	Westchester Flames		9	830	0	0			2005
Quishard, Brandon	Westchester Flames		11	945	0	0	1	11	2005
Russo, Vincent	Westchester Flames	M	7	440	0	0	2	1	2005
Ruth, Andrew	Westchester Flames		2	44	0	0			2005
Shkreli, Mark	Westchester Flames	D	1	30	0	0			2005
